Date,ETH_Price
11/23/2024,3393.91
11/24/2024,3361.2
11/24/2024,3361.2
11/25/2024,3414.49
11/26/2024,3324.73
11/28/2024,3578.79
11/29/2024,3592.21
12/5/2024,3785.2
12/6/2024,3998.87
12/9/2024,3712.0
12/12/2024,3881.61
12/13/2024,3906.8
12/13/2024,3906.8
12/13/2024,3906.8
12/13/2024,3906.8
12/13/2024,3906.8
12/20/2024,3472.21
12/20/2024,3472.21
12/24/2024,3493.18
12/24/2024,3493.18
12/25/2024,3497.0
12/25/2024,3497.0
12/31/2024,3337.78
12/31/2024,3337.78
1/6/2025,3687.45
1/6/2025,3687.45
1/6/2025,3687.45
1/6/2025,3687.45
1/13/2025,3137.51
1/13/2025,3137.51
1/15/2025,3451.52
1/15/2025,3451.52
1/17/2025,3473.63
1/17/2025,3473.63
1/17/2025,3473.63
1/17/2025,3473.63
1/19/2025,3215.12
1/19/2025,3215.12
1/20/2025,3284.0
1/20/2025,3284.0
1/21/2025,3327.54
1/21/2025,3327.54
1/21/2025,3327.54
1/21/2025,3327.54
1/23/2025,3338.21
1/23/2025,3338.21
1/23/2025,3338.21
1/23/2025,3338.21
1/23/2025,3338.21
1/23/2025,3338.21
1/28/2025,3077.72
1/28/2025,3077.72
2/6/2025,2686.64
2/6/2025,2686.64
2/9/2025,2627.18
2/9/2025,2627.18
2/10/2025,2661.19
2/10/2025,2661.19
2/14/2025,2725.95
2/14/2025,2725.95
2/14/2025,2725.95
2/14/2025,2725.95
2/17/2025,2744.05
2/17/2025,2744.05
2/24/2025,2513.52
2/24/2025,2513.52
2/27/2025,2307.72
2/27/2025,2307.72
3/1/2025,2217.39
3/1/2025,2217.39
3/2/2025,2518.11
3/2/2025,2518.11
3/2/2025,2518.11
3/2/2025,2518.11
3/2/2025,2518.11
3/2/2025,2518.11
3/2/2025,2518.11
3/2/2025,2518.11
3/2/2025,2518.11
3/2/2025,2518.11
3/3/2025,2149.01
3/3/2025,2149.01
3/3/2025,2149.01
3/3/2025,2149.01
3/4/2025,2171.51
3/5/2025,2241.59
3/5/2025,2241.59
3/5/2025,2241.59
3/7/2025,2141.6
3/7/2025,2141.6
3/7/2025,2141.6
3/7/2025,2141.6
3/9/2025,2020.41
3/9/2025,2020.41
3/10/2025,1865.1
3/10/2025,1865.1
3/11/2025,1923.43
3/11/2025,1923.43
3/13/2025,1864.59
3/13/2025,1864.59
3/13/2025,1864.59
3/13/2025,1864.59
3/14/2025,1911.65
3/16/2025,1887.0
3/16/2025,1887.0
3/16/2025,1887.0
3/16/2025,1887.0
3/16/2025,1887.0
3/16/2025,1887.0
3/16/2025,1887.0
3/16/2025,1887.0
3/17/2025,1926.31
3/17/2025,1926.31
3/17/2025,1926.31
3/18/2025,1931.54
3/18/2025,1931.54
3/18/2025,1931.54
3/18/2025,1931.54
3/18/2025,1931.54
3/18/2025,1931.54
3/18/2025,1931.54
3/19/2025,2056.06
3/19/2025,2056.06
3/20/2025,1983.79
3/20/2025,1983.79
3/20/2025,1983.79
3/21/2025,1965.75
3/21/2025,1965.75
3/21/2025,1965.75
3/21/2025,1965.75
3/21/2025,1965.75
3/21/2025,1965.75
3/21/2025,1965.75
3/22/2025,1980.69
3/22/2025,1980.69
3/22/2025,1980.69
3/23/2025,2005.99
3/23/2025,2005.99
3/23/2025,2005.99
3/23/2025,2005.99
3/23/2025,2005.99
3/24/2025,2081.2
3/24/2025,2081.2
3/25/2025,2066.15
3/25/2025,2066.15
3/25/2025,2066.15
3/25/2025,2066.15
3/25/2025,2066.15
3/26/2025,2009.52
3/26/2025,2009.52
3/26/2025,2009.52
3/26/2025,2009.52
3/26/2025,2009.52
3/26/2025,2009.52
3/26/2025,2009.52
3/26/2025,2009.52
3/26/2025,2009.52
3/26/2025,2009.52
3/26/2025,2009.52
3/26/2025,2009.52
3/27/2025,2003.66
3/27/2025,2003.66
3/27/2025,2003.66
3/27/2025,2003.66
3/27/2025,2003.66
3/27/2025,2003.66
3/27/2025,2003.66
3/27/2025,2003.66
3/28/2025,1896.9
3/28/2025,1896.9
3/29/2025,1828.08
3/30/2025,1807.74
3/30/2025,1807.74
3/31/2025,1822.43
3/31/2025,1822.43
3/31/2025,1822.43
3/31/2025,1822.43
3/31/2025,1822.43
3/31/2025,1822.43
3/31/2025,1822.43
3/31/2025,1822.43
3/31/2025,1822.43
4/1/2025,1904.98
4/1/2025,1904.98
4/1/2025,1904.98
4/1/2025,1904.98
4/1/2025,1904.98
4/1/2025,1904.98
4/1/2025,1904.98
4/1/2025,1904.98
4/1/2025,1904.98
4/1/2025,1904.98
4/2/2025,1795.22
4/2/2025,1795.22
4/2/2025,1795.22
4/2/2025,1795.22
4/2/2025,1795.22
4/2/2025,1795.22
4/2/2025,1795.22
4/2/2025,1795.22
4/2/2025,1795.22
